,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RAMBO:PM25,AUT:PM25,RUR_S:PM25,BOB:PM25,GEN:PM25,VITRY:PM25,A1:PM25,PA04C:PM25,BP_EST:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Rambouillet,Boulevard Péripherique Auteuil,Zone Rurale Sud - Bois Herpin,BOBIGNY,GENNEVILLIERS,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Paris Centre,Boulevard Périphérique Est,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RAMBO,AUT,RUR_S,BOB,GEN,VITRY,A1,PA04C,BP_EST,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2019/07/24 07:00:00+00,,17.300000,13.300000,6.700000,21.600000,8.900000,19.300000,11.300000,14.100000,14.900000,,29.200000,18.100000,23.700000,4907
2019/07/24 08:00:00+00,,12.800000,13.900000,6.500000,13.100000,8.900000,18.500000,14.900000,12,17.200000,,24.100000,15.700000,17.100000,4908
2019/07/24 09:00:00+00,,17.500000,18.600000,11,12,14,24,15.100000,14.600000,18.500000,,26.400000,19,18.800000,4909
2019/07/24 10:00:00+00,,19.700000,15.900000,9.800000,13.400000,15.100000,19,13,15.700000,18.700000,,25.300000,21,22,4910
2019/07/24 11:00:00+00,,25.400000,15.200000,7.900000,15,12.900000,21.900000,12.800000,15.900000,,,23.100000,21.900000,25.100000,4911
2019/07/24 12:00:00+00,,21,13.700000,5.900000,17.100000,12.100000,17.800000,11.400000,11.700000,,,24.600000,,18.700000,4912
2019/07/24 13:00:00+00,,15.700000,15.700000,9.700000,16.400000,13.700000,22.200000,11.200000,13.800000,,,26.400000,,20.300000,4913
2019/07/24 14:00:00+00,,16.700000,17.500000,13.300000,16.400000,11.200000,17,13.200000,12.300000,,,21,,19.600000,4914
2019/07/24 15:00:00+00,,21.500000,16.600000,10.400000,20.600000,10.900000,18.100000,8.400000,7.600000,17,,19.500000,,20,4915
2019/07/24 16:00:00+00,,18,19.200000,9.700000,19.900000,10.800000,18.500000,9.700000,10.400000,16.500000,,25,,22.200000,4916
2019/07/24 17:00:00+00,,18.100000,17.800000,15.600000,18.800000,12.700000,21,14.100000,12,17.800000,,18.100000,,20.500000,4917
2019/07/24 18:00:00+00,,19,15.700000,13.300000,21.600000,11.100000,27.400000,12.100000,14.600000,18.300000,,22.600000,26.200000,16.200000,4918
2019/07/24 19:00:00+00,,19.200000,18.300000,12.400000,22.100000,12,26.700000,12.100000,15,17.300000,,23.900000,23.100000,23.500000,4919
2019/07/24 20:00:00+00,,28.900000,21.500000,13.800000,26,10.400000,31,12.800000,16.900000,19.900000,,26,28.500000,18.700000,4920
2019/07/24 21:00:00+00,,24.100000,16.300000,16.600000,24.900000,10.600000,35.100000,15.100000,21.200000,24,,29.700000,33.800000,33.500000,4921
2019/07/24 22:00:00+00,,23.800000,17.300000,15.400000,21.100000,13.600000,30.200000,17.700000,19.200000,22.200000,,33.300000,30.300000,31,4922
2019/07/24 23:00:00+00,,23.500000,12.200000,15.600000,23.900000,12.700000,38.500000,20.300000,20.900000,21.600000,,27.400000,25.900000,28.100000,4923
2019/07/25 00:00:00+00,,21.200000,11.900000,13.200000,25.500000,19.800000,32.600000,21.200000,19.900000,21.900000,,29.300000,25.600000,25.900000,4924
2019/07/25 01:00:00+00,,19.400000,19.900000,14.800000,25.100000,23.500000,32.200000,23.600000,21,22.300000,,30.800000,24.400000,25.600000,4925
2019/07/25 02:00:00+00,,20.300000,15.400000,12.900000,16.900000,17.700000,32.300000,14.800000,13.800000,20.500000,,34.500000,22.500000,20.500000,4926
2019/07/25 03:00:00+00,,16.400000,18.800000,10.500000,22.400000,16.600000,30.800000,15.100000,19.400000,20.300000,,,20.600000,26.500000,4927
2019/07/25 04:00:00+00,,21.700000,20,9.600000,23.300000,17.900000,37.200000,16.100000,22.100000,21.200000,,,21.700000,29.400000,4928
2019/07/25 05:00:00+00,,22.600000,18,10,18.100000,15.600000,40.200000,17.100000,18.800000,23.500000,,34.500000,22.200000,30.800000,4929
2019/07/25 06:00:00+00,,28.900000,15.500000,11.700000,27.600000,12.400000,38.700000,12.300000,22.900000,25.800000,,33,23.700000,42,4930
2019/07/25 07:00:00+00,,25,20.300000,12.700000,28.700000,12.300000,27.200000,14.100000,21.100000,28.600000,,35.200000,27.500000,31.100000,4931
2019/07/25 08:00:00+00,,27.900000,23.300000,9.700000,26.200000,10.100000,30,12.800000,21,33.500000,,35.100000,32.500000,27.500000,4932
2019/07/25 09:00:00+00,,23.300000,21.200000,9.100000,19.400000,16.400000,25.200000,13.700000,21.800000,30.600000,,31.200000,31.100000,24.100000,4933
2019/07/25 10:00:00+00,,20.800000,20.200000,10.400000,23.100000,10.100000,25,9.700000,11.300000,25.200000,,22.200000,24.700000,21.800000,4934
2019/07/25 11:00:00+00,,18.300000,22.800000,11.500000,15.700000,9.800000,25.400000,8.500000,11,22.200000,,20.600000,,23.200000,4935
2019/07/25 12:00:00+00,,21.500000,13.600000,14.700000,15.600000,11.800000,24.300000,15.600000,16,20.200000,,23.200000,,21.900000,4936
2019/07/25 13:00:00+00,,20.500000,16.600000,13.800000,21.100000,14.800000,19,16.900000,12.700000,25.100000,,25,,22.900000,4937
2019/07/25 14:00:00+00,,19.500000,14.800000,16.400000,22.100000,13.500000,22.100000,17.800000,16.600000,22.100000,,24,,29.700000,4938
2019/07/25 15:00:00+00,,17.500000,17.200000,15,22.800000,17.200000,22.900000,14.600000,14.500000,24,,24.900000,,22.600000,4939
2019/07/25 16:00:00+00,,18.300000,16.300000,16,19.900000,15.600000,21.100000,16.900000,16.700000,22.100000,,30.200000,,25,4940
2019/07/25 17:00:00+00,,17.500000,12.500000,17.200000,22.600000,11.800000,16.100000,12.300000,18,18.900000,,18,,19.400000,4941
2019/07/25 18:00:00+00,,20.600000,17.500000,16.500000,22.100000,13.100000,21.400000,12.100000,13.400000,22,,20.500000,,20.900000,4942
2019/07/25 19:00:00+00,,25.900000,17.400000,17.700000,23.500000,12.700000,30.400000,14.800000,16.300000,26,,28.400000,,31.900000,4943
2019/07/25 20:00:00+00,,15.900000,19.100000,14.700000,24.800000,11.900000,34.100000,14.300000,13.100000,21.600000,,28.700000,,32.400000,4944
2019/07/25 21:00:00+00,,19,21.200000,11.200000,18.600000,6.600000,27,15.900000,11.400000,14.800000,,29.100000,,22,4945
2019/07/25 22:00:00+00,,23.600000,19.200000,10.900000,19.800000,6.600000,24.100000,11.200000,16.900000,15.400000,,26.600000,,27.700000,4946
2019/07/25 23:00:00+00,,17.600000,20.400000,11.900000,18.600000,8.300000,29.100000,18.200000,13.100000,20,,25.300000,,24.100000,4947
2019/07/26 00:00:00+00,,23.200000,16.400000,10.600000,18.900000,9.500000,25.700000,28.800000,15.100000,19.900000,,29.300000,,22.800000,4948
2019/07/26 01:00:00+00,,14.500000,15.600000,13.600000,19.300000,10.900000,22.100000,13.300000,17.400000,19.100000,,17.100000,,18.800000,4949
2019/07/26 02:00:00+00,,15.300000,15,16.300000,14.900000,14.800000,23.300000,10.700000,14.200000,18.900000,,17.600000,,20.900000,4950
2019/07/26 03:00:00+00,,16,15.500000,14.200000,13.300000,16.400000,24.100000,11.200000,14.500000,19.300000,,19.100000,,19.400000,4951
2019/07/26 04:00:00+00,,14.400000,14.800000,11.600000,19.200000,11.100000,26.200000,10.200000,17.400000,15,,33.200000,,22.500000,4952
2019/07/26 05:00:00+00,,28.200000,14.900000,19.300000,21.700000,9.700000,12.700000,7.200000,13.300000,12.800000,,22.500000,,15.400000,4953
2019/07/26 06:00:00+00,,16.600000,6.400000,15.300000,7.400000,7,16,6.300000,8.800000,6.800000,,13.100000,,11.100000,4954
2019/07/26 07:00:00+00,,9.500000,3.400000,5.700000,5.700000,5,12.700000,,5.400000,,,12.700000,,7.600000,4955
2019/07/26 08:00:00+00,,8.700000,3,8,7.900000,4.700000,10.300000,8.600000,4.100000,,,10.900000,,7.600000,4956
2019/07/26 09:00:00+00,,6.400000,5.400000,5.600000,7.900000,9,12.600000,8,3.200000,,,13.900000,,9.200000,4957
2019/07/26 10:00:00+00,,11.800000,5,6.100000,5.900000,7.100000,15.800000,12.100000,4.900000,,,12.600000,11.200000,10.400000,4958
2019/07/26 11:00:00+00,,14.900000,6.300000,6.300000,7.100000,10.800000,12.800000,8.100000,5.800000,,,12.600000,13.400000,12,4959
2019/07/26 12:00:00+00,,17.300000,9.200000,7.700000,7.600000,7.600000,16.300000,12.500000,6.100000,,,12.800000,12.400000,15.200000,4960
2019/07/26 13:00:00+00,,12.200000,7,7.100000,11.700000,9.400000,16.100000,9.300000,7.500000,,,37,14,13,4961
2019/07/26 14:00:00+00,,17.300000,7.700000,5.800000,11.400000,7.300000,16.500000,7.700000,11.100000,,,15.300000,14.300000,16.100000,4962
2019/07/26 15:00:00+00,,11.800000,9.300000,6,11,7.100000,16,4,8.500000,,,21.300000,14.500000,12.400000,4963
2019/07/26 16:00:00+00,,10,8.300000,5.200000,10,5.700000,13.800000,2,7.400000,,,22,12.300000,7,4964
2019/07/26 17:00:00+00,,8.100000,5.400000,5.300000,8.800000,8.100000,22.100000,4.300000,4.100000,,,16.200000,11.300000,8.200000,4965
2019/07/26 18:00:00+00,,15.200000,8.200000,11.200000,7.800000,6,14.100000,6.800000,2,,11.100000,11.300000,12.900000,10.700000,4966
2019/07/26 19:00:00+00,,17.300000,10.300000,11.500000,12.500000,9.600000,11.300000,4.600000,8.800000,,10.300000,20.300000,14.700000,14.200000,4967
2019/07/26 20:00:00+00,,15.100000,15.400000,10.300000,9.700000,10.200000,13.900000,7.100000,6.900000,,12,14.500000,12.500000,13,4968
2019/07/26 21:00:00+00,,11.100000,8.800000,16.900000,8.100000,9.100000,12.300000,7.700000,8.700000,,11.300000,18.100000,10.900000,11.900000,4969
2019/07/26 22:00:00+00,,9,7,6.700000,9.700000,7.500000,14.100000,8.100000,7,,10.800000,16.400000,9.900000,12.500000,4970
2019/07/26 23:00:00+00,,6.700000,3.400000,8.900000,7.100000,4.200000,12.100000,3.300000,3.400000,,8.200000,4.900000,11.900000,9.700000,4971
2019/07/27 00:00:00+00,,13.800000,3.400000,8,5.600000,3.900000,7.600000,0.300000,4.400000,,6.400000,5.300000,8.300000,6.400000,4972
2019/07/27 01:00:00+00,,9.600000,5.100000,6.200000,4,7,7.500000,4.500000,5.400000,,5.700000,6.900000,5.900000,5.800000,4973
2019/07/27 02:00:00+00,,4.600000,3.400000,4,2.600000,6.200000,11.800000,3.500000,5.200000,,5.200000,8.700000,7,6.200000,4974
2019/07/27 03:00:00+00,,4.900000,5.100000,4.600000,5.700000,4.200000,9.300000,1.900000,3.100000,,6.400000,4.900000,,5.200000,4975
2019/07/27 04:00:00+00,,8.200000,5.100000,4.400000,4.300000,2.300000,5.300000,0,2.500000,,4.600000,7.300000,,4.700000,4976
2019/07/27 05:00:00+00,,6.400000,3.400000,5.800000,1.300000,0.900000,7.100000,1.500000,3.300000,,2.400000,6.800000,,3.600000,4977
2019/07/27 06:00:00+00,,2.500000,1.600000,4.500000,2.300000,0,14.800000,4.100000,0.800000,,6.400000,6.700000,4.600000,2.200000,4978
2019/07/27 07:00:00+00,,3.500000,1,5,1.700000,1.200000,8.900000,2.100000,0.400000,,4.500000,8.300000,4.200000,3.400000,4979
2019/07/27 08:00:00+00,,3,0,3.600000,0.400000,1.200000,10.500000,0.200000,2,,2.900000,7,3.600000,2.800000,4980
2019/07/27 09:00:00+00,,6,0.700000,2,0.100000,2,11.900000,0.600000,1.300000,,2.900000,3.700000,3.500000,3.900000,4981
2019/07/27 10:00:00+00,,6.200000,1.600000,4,1.600000,7.300000,10.100000,6.100000,0.300000,,2.500000,5.500000,5.200000,4.500000,4982
2019/07/27 11:00:00+00,,5.500000,1.500000,3.200000,3.500000,5.700000,11.200000,4.500000,0.400000,,3.800000,6.500000,7.200000,5.300000,4983
2019/07/27 12:00:00+00,,5.500000,1.900000,1.900000,2.800000,2.900000,6.900000,0.700000,3.900000,,7.800000,7.500000,7.300000,7.100000,4984
2019/07/27 13:00:00+00,,10.300000,6.100000,4.700000,7.200000,1.600000,12.800000,0.600000,3.800000,,6.600000,11.400000,6.500000,6.500000,4985
2019/07/27 14:00:00+00,,6.500000,4.400000,3.300000,8,5.300000,8.600000,1.900000,2.800000,,7.200000,11.300000,6.900000,7.400000,4986
2019/07/27 15:00:00+00,,7.400000,0.500000,1.700000,6.700000,8.900000,10,4.500000,4.900000,,5.800000,6.900000,6.500000,5.400000,4987
2019/07/27 16:00:00+00,,8.800000,3.400000,1.900000,4.900000,5.900000,8.800000,4.300000,4.100000,,4.300000,10.400000,7.100000,5,4988
2019/07/27 17:00:00+00,,7.700000,4,5.400000,4.400000,7.800000,8.600000,6.700000,8.600000,,6.700000,7.800000,8.100000,8.600000,4989
2019/07/27 18:00:00+00,,4.400000,5.900000,5.600000,5.800000,8,7.300000,4.300000,5.600000,,7.200000,13.300000,6.400000,7,4990
2019/07/27 19:00:00+00,,2.800000,4.200000,5,5.600000,8.300000,9.500000,3,3.400000,,8,8.300000,5.700000,5.200000,4991
2019/07/27 20:00:00+00,,4.300000,1.500000,3,3.500000,8.500000,8.600000,6.800000,3.600000,,7.400000,6.800000,6.100000,6.100000,4992
2019/07/27 21:00:00+00,,10.500000,3.600000,3.100000,7.200000,7.500000,12.300000,7.900000,3.200000,,5.300000,7.500000,6.800000,5.800000,4993
2019/07/27 22:00:00+00,,6.100000,3.400000,4.100000,6.300000,9.100000,8.900000,8.300000,8.100000,,3.700000,9.500000,7.800000,6.300000,4994
2019/07/27 23:00:00+00,,3.800000,9.100000,2.800000,7.600000,8.500000,9.100000,9.100000,9.900000,,5.900000,13.200000,9.700000,9.300000,4995
2019/07/28 00:00:00+00,,10.800000,7.400000,3.100000,9.700000,8.900000,12.800000,5.700000,8.100000,,9.100000,11,8.400000,9.500000,4996
2019/07/28 01:00:00+00,,10.100000,5.400000,6.300000,10.400000,5.600000,9.600000,5.100000,6.700000,,5.900000,9.300000,7.800000,7.500000,4997
2019/07/28 02:00:00+00,,8.100000,4.200000,8.600000,10.300000,2.500000,9.900000,9,8.300000,,6.900000,9,6.800000,7.600000,4998
2019/07/28 03:00:00+00,,9,1.400000,7.600000,6.500000,4.200000,6.900000,4.900000,7.400000,,13.100000,16.900000,9.600000,7.300000,4999
2019/07/28 04:00:00+00,,7.500000,2.900000,6.300000,4,4.500000,6.300000,3.100000,6.100000,,9,12.800000,8.700000,5.700000,5000
2019/07/28 05:00:00+00,,3.700000,4.100000,3.300000,3.200000,3.700000,12.900000,4.300000,7.200000,,7.800000,13.800000,8.100000,9.900000,5001
2019/07/28 06:00:00+00,,7.300000,7.700000,2.500000,5.300000,3.700000,10.200000,4,7.200000,,7.100000,13,8.800000,11,5002
2019/07/28 07:00:00+00,,13.400000,6.800000,6,7.400000,9.200000,16,10.200000,6.400000,,11.200000,10.800000,9.600000,11.500000,5003
2019/07/28 08:00:00+00,,12.100000,5.200000,8.900000,7.400000,7.700000,13.800000,6.700000,8.500000,,12.300000,11.400000,12,13.800000,5004
2019/07/28 09:00:00+00,,15.800000,4.300000,10.800000,7.300000,7.200000,9.200000,7.600000,6.200000,,7.500000,12.500000,8.900000,11.500000,5005
2019/07/28 10:00:00+00,,13.900000,4.100000,7.700000,7.100000,7.100000,9.500000,5.400000,4.500000,,4.900000,9.800000,7.600000,6.700000,5006
2019/07/28 11:00:00+00,,10.900000,2.800000,5.200000,7.100000,3.600000,11.900000,4.900000,4.700000,,7.100000,13,7.500000,10.300000,5007
2019/07/28 12:00:00+00,,11.100000,7.900000,4.500000,8.900000,0.300000,13.400000,7.600000,5.900000,,6,13.300000,9,8.200000,5008
2019/07/28 13:00:00+00,,7.100000,8.800000,5.600000,10.100000,0.400000,12.400000,5.600000,4.500000,,4.600000,11.900000,8,11.900000,5009
2019/07/28 14:00:00+00,,8.100000,5.400000,7.600000,8.200000,0.100000,9.400000,3.600000,5.800000,,9.500000,10,10.300000,10,5010
2019/07/28 15:00:00+00,,11.500000,4.500000,6,5,2.800000,12.600000,3.800000,4.200000,,7,15.800000,11.100000,7.400000,5011
2019/07/28 16:00:00+00,,10.100000,5.400000,3.500000,6,6.500000,11.800000,4.600000,5.200000,,7.100000,9,10.100000,8.400000,5012
2019/07/28 17:00:00+00,,10.400000,5.300000,3.500000,5.100000,6.900000,9.400000,5.800000,4.400000,,4.900000,12.200000,7.800000,5.900000,5013
2019/07/28 18:00:00+00,,8.600000,3.900000,2.200000,5.100000,6.700000,14.200000,5.100000,4,,5.100000,9.800000,8,5.200000,5014
2019/07/28 19:00:00+00,,8.100000,5.200000,1.900000,5.700000,5.500000,10.800000,6.500000,5.400000,,3.800000,11.800000,7.700000,6.800000,5015
2019/07/28 20:00:00+00,,7.600000,5,2.600000,6.300000,6.900000,21.300000,7.200000,7.900000,,4.700000,10.600000,8.800000,7,5016
2019/07/28 21:00:00+00,,8.100000,5.900000,2.400000,10.700000,5.800000,18.900000,6.900000,7.900000,,6.900000,9.100000,8.700000,8.400000,5017
2019/07/28 22:00:00+00,,19.400000,5.500000,4.200000,8.500000,1.600000,17.400000,5.200000,6.800000,,4.900000,13.600000,7.600000,10.400000,5018
2019/07/28 23:00:00+00,,5.200000,5.100000,2.600000,9.400000,6.200000,17,3,8.400000,,4.500000,7.400000,6.500000,9.700000,5019
2019/07/29 00:00:00+00,,8.800000,4.500000,2.900000,7.800000,7.700000,15,5.100000,5.300000,,5.800000,8,7.300000,9.900000,5020
2019/07/29 01:00:00+00,,9.300000,3.100000,3.400000,8.800000,4.900000,9.800000,5.500000,4.500000,,5.900000,5.900000,7.300000,8.500000,5021
2019/07/29 02:00:00+00,,6.600000,3.200000,2.900000,6.900000,3.100000,9.800000,6.900000,7.500000,,13.300000,10.700000,7.900000,11.200000,5022
2019/07/29 03:00:00+00,,5.400000,1.800000,3.300000,5.900000,7,13.100000,5.600000,8.800000,,9.700000,7.300000,9.300000,18.100000,5023
2019/07/29 04:00:00+00,,5.100000,2.300000,2.600000,6.100000,5,16.100000,5,9.900000,,6.500000,12.100000,10.200000,18.800000,5024
2019/07/29 05:00:00+00,,9.300000,5.400000,4.500000,6.900000,3,26.100000,3.500000,17.400000,,12.400000,13.100000,11.100000,22.300000,5025
2019/07/29 06:00:00+00,,7.900000,3.700000,4.100000,9.400000,4.600000,24.100000,2.200000,17.300000,,10.800000,17.100000,9.600000,26,5026
2019/07/29 07:00:00+00,,15,6.900000,7.600000,14.900000,5.400000,10.500000,4.100000,9.600000,,9.100000,13.900000,10.300000,20,5027
2019/07/29 08:00:00+00,,5.800000,8.700000,7,11.500000,5.100000,16.400000,2.600000,7.400000,,6,10.200000,10.600000,19.400000,5028
2019/07/29 09:00:00+00,,5.100000,5.600000,4.100000,7.700000,3.100000,12.400000,0.200000,5.400000,,9.700000,7.600000,10.100000,11.600000,5029
2019/07/29 10:00:00+00,,7.600000,1.700000,3.800000,5.200000,4.200000,10.700000,1,1.900000,,6.200000,10.800000,9.400000,14.400000,5030
2019/07/29 11:00:00+00,,10.400000,2,2.800000,4.800000,3.300000,8.200000,2,6.800000,,1.700000,9.100000,7.200000,12.700000,5031
2019/07/29 12:00:00+00,,7.400000,4.900000,2.700000,4.400000,0.900000,11.700000,2.900000,5.200000,,9,10.600000,11.100000,7.900000,5032
2019/07/29 13:00:00+00,,9.700000,4.400000,2.600000,6.400000,1.600000,11.500000,4.400000,3.900000,,5.600000,7.800000,13.100000,8.300000,5033
2019/07/29 14:00:00+00,,7.400000,4.300000,3.600000,8,2.400000,11.300000,5.900000,2.500000,,0.700000,11.700000,8.700000,10,5034
2019/07/29 15:00:00+00,,7.500000,8,3.900000,7.700000,2,11.800000,5.500000,2.900000,,0.800000,12,8.300000,11.400000,5035
2019/07/29 16:00:00+00,,11,7.500000,3.600000,7.400000,1.400000,8.100000,3.700000,4.400000,,2.900000,9.300000,9.100000,12.100000,5036
2019/07/29 17:00:00+00,,11.100000,4.900000,3.700000,7.300000,5.700000,8.500000,3.500000,4,,6.300000,9.200000,8.800000,9.500000,5037
2019/07/29 18:00:00+00,,7.900000,3.800000,3.300000,10.200000,4.700000,10.800000,2.800000,6.300000,,5.700000,12.400000,7.400000,8.600000,5038
2019/07/29 19:00:00+00,,8.300000,5.100000,5.400000,9,2.300000,10.300000,2.400000,5.200000,,5.600000,13,8.100000,13.400000,5039
2019/07/29 20:00:00+00,,8.200000,5.900000,5.800000,6.800000,1.900000,18,4.500000,10.700000,,6.400000,17.200000,8.900000,14.300000,5040
2019/07/29 21:00:00+00,,13,8.500000,4,11.800000,5.800000,10.800000,4.700000,10.500000,,6.200000,16.300000,9,19.600000,5041
2019/07/29 22:00:00+00,,10.600000,7.900000,2.600000,14.400000,5.600000,23.800000,3.400000,12.100000,,10.600000,19.800000,10.500000,7,5042
2019/07/29 23:00:00+00,,7.900000,9.800000,5.400000,13.700000,4.600000,17.500000,4.400000,10.600000,,8.400000,21.500000,10.400000,13.700000,5043
2019/07/30 00:00:00+00,,6.500000,9.500000,4.800000,12.900000,5.200000,9.100000,3.700000,8.300000,,8.400000,15.700000,10.500000,13.600000,5044
2019/07/30 01:00:00+00,,8.300000,11.500000,3.100000,8.700000,4.900000,26.600000,3,12.900000,,9.500000,9.600000,9.100000,12.700000,5045
2019/07/30 02:00:00+00,,7.100000,10.100000,4.800000,7.300000,6.600000,10.200000,3.400000,9.800000,,8.200000,10.800000,6.900000,10.400000,5046
2019/07/30 03:00:00+00,,8.300000,7.200000,5,8.200000,5.400000,8.500000,4.400000,10,,8.700000,11.600000,6.400000,7.200000,5047
2019/07/30 04:00:00+00,,7.300000,5,5.700000,6.100000,4.900000,9.500000,4.200000,8.500000,,6.400000,9.600000,5.400000,8.400000,5048
2019/07/30 05:00:00+00,,9.700000,4.200000,4.600000,6.600000,5.100000,7.400000,5.200000,6.900000,,6.800000,13.900000,6.200000,11.300000,5049
2019/07/30 06:00:00+00,,16.200000,4.500000,2.900000,4.800000,4.200000,7.500000,5,5.100000,,5.900000,12,7.100000,12.900000,5050
2019/07/30 07:00:00+00,,7.300000,6.200000,4.300000,3,3.300000,6.200000,4.400000,6.800000,,3.700000,9.200000,7.100000,11.800000,5051
2019/07/30 08:00:00+00,,10.200000,5.800000,6.400000,3.800000,4,,6.700000,5.700000,,5.100000,10.900000,8.100000,12.500000,5052
2019/07/30 09:00:00+00,,10.600000,4.900000,4.400000,4.100000,2,,4.300000,11.900000,,2.900000,8.900000,9.800000,9.300000,5053
2019/07/30 10:00:00+00,,10.700000,6,2.800000,7.300000,0,,5.400000,9,,3.100000,14.800000,10.500000,8.200000,5054
2019/07/30 11:00:00+00,,8.300000,4.700000,2.500000,6.200000,1.700000,,7.600000,7.100000,,10.300000,14.700000,10.600000,11.700000,5055
2019/07/30 12:00:00+00,,6.300000,2.300000,2.400000,4.500000,3.200000,,2.900000,5.800000,,8.800000,12,7.200000,8.200000,5056
2019/07/30 13:00:00+00,,8.500000,1,4.400000,4.900000,2.200000,18.300000,0.100000,4.400000,,5.800000,8.300000,8.100000,7.200000,5057
2019/07/30 14:00:00+00,,8.600000,3.500000,4.500000,5.500000,4.700000,11.400000,3.300000,4.400000,,4.400000,17.400000,7.300000,11.100000,5058
2019/07/30 15:00:00+00,,11.100000,3.100000,1.900000,5.100000,6.400000,12.300000,2.400000,3.600000,,4.900000,8.300000,6.800000,10.100000,5059
2019/07/30 16:00:00+00,,9.200000,3.200000,0.700000,9.500000,2.200000,13.800000,2.800000,4.100000,,4.500000,14.500000,4.600000,7.800000,5060
2019/07/30 17:00:00+00,,7,2.100000,4.600000,5.800000,0,10.600000,3.800000,2.900000,,4.200000,13,4.900000,6,5061
2019/07/30 18:00:00+00,,5.800000,3.100000,2.600000,4.900000,3.300000,12.500000,3.300000,1.900000,,1.700000,13,6.200000,3.900000,5062
2019/07/30 19:00:00+00,,9.300000,4.100000,0.400000,4.800000,4.600000,8.400000,4.900000,2,,11.300000,12.700000,8.200000,5.400000,5063
2019/07/30 20:00:00+00,,7.700000,3.700000,3.800000,8.700000,5.300000,12,5.100000,1.800000,,7.700000,15.900000,9.300000,8.200000,5064
2019/07/30 21:00:00+00,,8.200000,6,2.700000,6.500000,5.300000,11.200000,2.700000,1.500000,,4.500000,8.300000,9.800000,9.100000,5065
2019/07/30 22:00:00+00,,8.800000,7,4.300000,9.500000,5.800000,12.900000,2.500000,2.700000,,8.500000,11.900000,7.200000,12.100000,5066
2019/07/30 23:00:00+00,,6.100000,4.700000,4.100000,6.600000,3.600000,8.300000,3.600000,4.800000,,7,8.500000,5.900000,7,5067
2019/07/31 00:00:00+00,,6.900000,2.400000,2.900000,5.400000,2.700000,5.100000,3.400000,3.500000,,4.300000,6,6,9.500000,5068
2019/07/31 01:00:00+00,,5.100000,2.400000,2.700000,4.800000,3.200000,3.600000,1.800000,3,,3.400000,3.500000,4.100000,7.500000,5069
2019/07/31 02:00:00+00,,6.200000,4,3,2.400000,2,8.400000,2.100000,1.400000,,3,4.300000,4.300000,5.400000,5070
